smiles,name,drugname,description,drugbank_id,PubChem_CID
NCCCNCCSP(O)(O)=O,Amifostine,Amifostine,Amifostine is a cytoprotective adjuvant used for reduction in the cumulative renal toxicity in patients with ovarian cancer and moderate to severe xerostomia in patients undergoing post-operative radiation treatment for head and neck cancer.,DB01143,2141.0
NCCN.CN1C2=C(NC=N2)C(=O)N(C)C1=O.CN1C2=C(NC=N2)C(=O)N(C)C1=O,Aminophylline,Aminophylline,"Aminophylline is a bronchodilator consisting of theophylline that is used for the treatment of bronchospasm due to asthma, emphysema and chronic bronchitis.",DB01223,9433.0
NCCNCCNCCN,Triethylenetetramine,Triethylenetetramine,Triethylenetetramine is a copper chelating agent used for the management of Wilson's disease in cases where penicillamine therapy is clinically inappropriate.,DB06824,5565.0
NCC[C@H](O)C(=O)N[C@@H]1C[C@H](N)[C@@H](O[C@H]2O[C@H](CN)[C@@H](O)[C@H](O)[C@H]2O)[C@H](O)[C@H]1O[C@H]1O[C@H](CO)[C@@H](O)[C@H](N)[C@H]1O,Amikacin,Amikacin,Amikacin is an aminoglycoside used to treat infections caused by more resistant strains of Gram negative bacteria and some Gram positive bacteria.,DB00479,37768.0
NC[C@@H]1O[C@H](O[C@@H]2[C@@H](CO)O[C@@H](O[C@@H]3[C@@H](O)[C@H](N)C[C@H](N)[C@H]3O[C@H]3O[C@H](CO)[C@@H](O)[C@H](O)[C@H]3N)[C@@H]2O)[C@H](N)[C@@H](O)[C@@H]1O,Paromomycin,Paromomycin,"Paromomycin is an aminoglycoside antibiotic used in the treatment of acute and chronic intestinal amebiasis, and as an adjunct for the management of hepatic coma.",DB01421,165580.0
NC[C@H](O)C1=CC(O)=C(O)C=C1,Norepinephrine,Norepinephrine,Precursor of epinephrine that is secreted by the adrenal medulla and is a widespread central and autonomic neurotransmitter. Norepinephrine is the principal transmitter of most postganglionic sympathetic fibers and of the diffuse projection system in the brain arising from the locus ceruleus. It is also found in plants and is used pharmacologically as a sympathomimetic.,DB00368,439260.0
NC[C@H]1CC[C@@H](CC1)C(O)=O,Tranexamic acid,Tranexamic acid,"Tranexamic acid is an antifibrinolytic used to reduce or prevent hemorrhagic episodes, especially in the context of hyperfibrinolytic disorders.",DB00302,5526.0
NC[C@H]1O[C@H](O[C@@H]2[C@@H](N)C[C@@H](N)[C@H](O[C@H]3O[C@H](CO)[C@@H](O)[C@H](N)[C@H]3O)[C@H]2O)[C@H](N)C[C@@H]1O,Tobramycin,Tobramycin,"Tobramycin is an aminoglycoside antibiotic used to treat cystic fibrosis-associated bacterial, lower respiratory tract, urinary tract, eye, skin, bone, and skin structure infections.",DB00684,36294.0
NC[C@H]1O[C@H](O[C@@H]2[C@@H](N)C[C@@H](N)[C@H](O[C@H]3O[C@H](CO)[C@@H](O)[C@H](N)[C@H]3O)[C@H]2O)[C@H](O)[C@@H](O)[C@@H]1O,Kanamycin,Kanamycin,Kanamycin is an aminoglycoside antibiotic agent used in the treatment of various infections caused by susceptible bacteria.,DB01172,6032.0
NNC(=O)C1=CC=NC=C1,Isoniazid,Isoniazid,Isoniazid is an antibiotic used to treat mycobacterial infections; most commonly use in combination with other antimycobacterial agents for the treatment of active or latent tuberculosis.,DB00951,3767.0
NNC1=NN=CC2=CC=CC=C12,Hydralazine,Hydralazine,"Hydralazine is an antihypertensive agent used for the management of essential hypertension or severe hypertension associated with conditions requiring immediate action, heart failure, and pre-eclampsia or eclampsia .",DB01275,3637.0
NNCCC1=CC=CC=C1,Phenelzine,Phenelzine,"Phenelzine is a monoamine oxidase inhibitor used to treat atypical, nonendogenous, or neurotic depression.",DB00780,3675.0
NS(=O)(=O)C1=C(Cl)C=C(NCC2=CC=CO2)C(=C1)C(O)=O,Furosemide,Furosemide,"Furosemide is a loop diuretic used to treat hypertension and edema in congestive heart failure, liver cirrhosis, renal disease, and hypertension.",DB00695,3440.0
NS(=O)(=O)C1=C(Cl)C=C2NC(NS(=O)(=O)C2=C1)C(Cl)Cl,Trichlormethiazide,Trichlormethiazide,"A thiazide diuretic with properties similar to those of hydrochlorothiazide. (From Martindale, The Extra Pharmacopoeia, 30th ed, p830)",DB01021,5560.0
NS(=O)(=O)C1=C(Cl)C=C2NC=NS(=O)(=O)C2=C1,Chlorothiazide,Chlorothiazide,"Chlorothiazide is a thiazide diuretic used to treat hypertension and edema in congestive heart failure, hepatic cirrhosis, and corticosteroid and estrogen therapy.",DB00880,2720.0
NS(=O)(=O)C1=C(Cl)C=C2NCNS(=O)(=O)C2=C1,Hydrochlorothiazide,Hydrochlorothiazide,"Hydrochlorothiazide is a thiazide diuretic used to treat edema associated with a number of conditions, and hypertension.",DB00999,3639.0
NS(=O)(=O)C1=C(Cl)C=CC(=C1)C1(O)NC(=O)C2=CC=CC=C12,Chlorthalidone,Chlorthalidone,"Chlorthalidone is a diuretic used to treat hypertension or edema caused by heart failure, renal failure, hepatic cirrhosis, estrogen therapy, and other conditions.",DB00310,2732.0
NS(=O)(=O)C1=CC(=C(Cl)C(Cl)=C1)S(N)(=O)=O,Diclofenamide,Diclofenamide,"Diclofenamide is a carbonic anhydrase inhibitor used for the management of open-angle and secondary glaucoma, as well as acute angle-closure glaucoma in delayed pre-operative setting requiring a reduction in intraocular pressure.",DB01144,3038.0
NS(=O)(=O)C1=CC2=C(C=C1Cl)N=C(CSCC1=CC=CC=C1)NS2(=O)=O,Benzthiazide,Benzthiazide,"Benzthiazide is used to treat hypertension and edema. Like other thiazides, benzthiazide promotes water loss from the body (diuretics). They inhibit Na+/Cl- reabsorption from the distal convoluted tubules in the kidneys. Thiazides also cause loss of potassium and an increase in serum uric acid. Thiazides are often used to treat hypertension, but their hypotensive effects are not necessarily due to their diuretic activity. Thiazides have been shown to prevent hypertension-related morbidity and mortality although the mechanism is not fully understood. Thiazides cause vasodilation by activating calcium-activated potassium channels (large conductance) in vascular smooth muscles and inhibiting various carbonic anhydrases in vascular tissue.",DB00562,2343.0
NS(=O)(=O)C1=CC2=C(NC(CC3=CC=CC=C3)NS2(=O)=O)C=C1C(F)(F)F,Bendroflumethiazide,Bendroflumethiazide,Bendroflumethiazide is a diuretic used to suppress lactation and to treat hypertension and edema.,DB00436,2315.0
NS(=O)(=O)C1=CC2=C(NCNS2(=O)=O)C=C1C(F)(F)F,Hydroflumethiazide,Hydroflumethiazide,Hydroflumethiazide is a thiazide diuretic used to treat hypertension as well as edema due to congestive heart failure and liver cirrhosis.,DB00774,3647.0
NS(=O)(=O)CC1=NOC2=CC=CC=C12,Zonisamide,Zonisamide,Zonisamide is a sulfonamide anticonvulsant used to treat partial seizures.,DB00909,5734.0
N[C@@H](CC(=O)N1CCN2C(C1)=NN=C2C(F)(F)F)CC1=CC(F)=C(F)C=C1F,Sitagliptin,Sitagliptin,Sitagliptin is an oral dipeptidyl peptidase-4 (DPP-4) inhibitor used for the management of type 2 diabetes mellitus.,DB01261,4369359.0
N[C@@H](CC1=CC(I)=C(OC2=CC(I)=C(O)C(I)=C2)C(I)=C1)C(O)=O,Levothyroxine,Levothyroxine,Levothyroxine is a synthetic T4 hormone used to treat hypothyroidism that can be used along with surgery and radioiodine therapy to manage thyrotropin-dependent well-differentiated thyroid cancer.,DB00451,5819.0
N[C@@H](CC1=CC(I)=C(OC2=CC(I)=C(O)C=C2)C(I)=C1)C(O)=O,Liothyronine,Liothyronine,"Liothyronine is a thyroid hormone replacement therapy used to treat hypothyroidism, to suppress TSH, and to help in the diagnosis of hyperthyroidism.",DB00279,5920.0
N[C@@H](CC1=CC(O)=C(O)C=C1)C(O)=O,Levodopa,Levodopa,"Levodopa is a dopamine precursor used in the management of Parkinson's disease, often in combination with carbidopa, as well as other conditions associated with parkinsonism.",DB01235,6047.0
N[C@@H](CC1=CC=C(C=C1)N(CCCl)CCCl)C(O)=O,Melphalan,Melphalan,Melphalan is an alkylating antineoplastic agent used to treat multiple myeloma and ovarian carcinoma.,DB01042,460612.0
N[C@@H](CC1=CNC2=C1C=C(O)C=C2)C(O)=O,Oxitriptan,Oxitriptan,Oxitriptan is a naturally occurring amino acid that is used to manage post-hypoxic myoclonus.,DB02959,439280.0
N[C@@H](CC1=CNC2=C1C=CC=C2)C(O)=O,Tryptophan,Tryptophan,Tryptophan is an amino acid commonly found as a component of total parenteral nutrition.,DB00150,6305.0
N[C@@H](CCC(O)=O)C(O)=O,Glutamic acid,Glutamic acid,Glutamic acid is an amino acid commonly found as a component in total parenteral nutrition.,DB00142,33032.0
N[C@@H]([C@H](O)C1=CC(O)=C(O)C=C1)C(O)=O,Droxidopa,Droxidopa,"Droxidopa is a medication used to treat symptomatic neurogenic orthostatic hypotension (nOH) caused by dopamine beta-hydroxylase deficiency, non-diabetic autonomic neuropathy and primary autonomic failure caused by conditions such as Parkinson's disease.",DB06262,92974.0
N[C@@H]1CONC1=O,Cycloserine,Cycloserine,Cycloserine is a broad-spectrum antibiotic used in the treatment of tuberculosis and certain urinary tract infections (UTI).,DB00260,6234.0
N[C@H](CC1=CC(I)=C(OC2=CC(I)=C(O)C(I)=C2)C(I)=C1)C(O)=O,Dextrothyroxine,Dextrothyroxine,Dextrothyroxine is a thyroid hormone used to treat hyperlipidemia.,DB00509,8730.0
N[C@H]1C(O)O[C@H](CO)[C@@H](O)[C@@H]1O,Glucosamine,Glucosamine,Glucosamine is a common ingredient in nutritional supplements used for the relief of joint pain.,DB01296,439213.0
O.O.O.[OH-].[O--].[O--].[O--].[O--].[O--].[O--].[O--].[O--].[Na+].[Na+].[Fe+3].[Fe+3].[Fe+3].[Fe+3].[Fe+3].OC[C@H]1O[C@@](CO)(O[C@H]2O[C@H](CO)[C@@H](O)[C@H](O)[C@H]2O)[C@@H](O)[C@@H]1O,Iron sucrose,Iron sucrose,Iron sucrose is an compound used as a source of iron in patients with iron deficiency anemia associated with chronic kidney disease (CKD).,DB09146,91663255.0
O.O.[Al+3].[Al+3].[O-][Si]([O-])([O-])O[Si]([O-])([O-])[O-],Kaolin,Kaolin,"Kaolin is a natural ingredient used for the short-term symptomatic treatment of various conditions including diarrhea, skin dryness, and minor skin bleeding.",DB01575,92024769.0
O.O[Al](O)O.O[Al](O)OS(=O)(=O)OC[C@H]1O[C@@](COS(=O)(=O)O[Al](O)O)(O[C@H]2O[C@H](COS(=O)(=O)O[Al](O)O)[C@@H](OS(=O)(=O)O[Al](O)O)[C@H](OS(=O)(=O)O[Al](O)O)[C@H]2OS(=O)(=O)O[Al](O)O)[C@@H](OS(=O)(=O)O[Al](O)O)[C@@H]1OS(=O)(=O)O[Al](O)O,Sucralfate,Sucralfate,Sucralfate is a gastro-duodenal protective agent used in the treatment of gastric and duodenal ulcers and to prevent duodenal ulcer recurrence.,DB00364,70789197.0
O.[OH-].[OH-].[OH-].[OH-].[OH-].[OH-].[OH-].[OH-].[OH-].[OH-].[OH-].[OH-].[OH-].[OH-].[OH-].[OH-].[OH-].[OH-].[OH-].[OH-].[OH-].[OH-].[OH-].[OH-].[OH-].[OH-].[OH-].[OH-].[OH-].[OH-].[OH-].[Mg++].[Mg++].[Mg++].[Mg++].[Mg++].[Mg++].[Mg++].[Mg++].[Mg++].[Mg++].[Al+3].[Al+3].[Al+3].[Al+3].[Al+3].[O-]S([O-])(=O)=O.[O-]S([O-])(=O)=O,Magaldrate,Magaldrate,"Magaldrate is an antacid used to treat various conditions in the GI tract, such as esophagitis, duodenal and gastric ulcers, and gastroesophageal reflux.",DB08938,3086011.0
O=C(C1CCCCC1)N1CC2N(CCC3=CC=CC=C23)C(=O)C1,Praziquantel,Praziquantel,Praziquantel is an anthelmintic medication used to treat a number of parasitic worm infections such as schistosomiasis.,DB01058,4891.0
O=C(CCCC1=CC=CC=C1)OCC(COC(=O)CCCC1=CC=CC=C1)OC(=O)CCCC1=CC=CC=C1,Glycerol phenylbutyrate,Glycerol phenylbutyrate,Glycerol phenylbutyrate is a nitrogen-binding agent used to manage patients with urea cycle disorders who cannot be sufficiently managed amino acid supplementation and/or dietary restrictions.,DB08909,10482134.0
O=C(O[C@H]1CN2CCC1CC2)N1CCC2=CC=CC=C2[C@@H]1C1=CC=CC=C1,Solifenacin,Solifenacin,"Solifenacin is a muscarinic antagonist with antispasmodic properties used to treat urge urinary incontinence, urgency, and urinary frequency associated with an overactive bladder.",DB01591,154059.0
O=C1C(CCS(=O)C2=CC=CC=C2)C(=O)N(N1C1=CC=CC=C1)C1=CC=CC=C1,Sulfinpyrazone,Sulfinpyrazone,"A uricosuric drug that is used to reduce the serum urate levels in gout therapy. It lacks anti-inflammatory, analgesic, and diuretic properties.",DB01138,5342.0
O=C1CC2(CCCC2)CC(=O)N1CCCCN1CCN(CC1)C1=NC=CC=N1,Buspirone,Buspirone,Buspirone is an anxiolytic agent used for short-term treatment of generalized anxiety and second-line treatment of depression.,DB00490,2477.0
O=C1CCC2=C(N1)C=CC(OCCCCC1=NN=NN1C1CCCCC1)=C2,Cilostazol,Cilostazol,Cilostazol is an antiplatelet agent and vasodilator used for the symptomatic relief of intermittent claudication.,DB01166,2754.0
O=C1N(C2CCC(=O)NC2=O)C(=O)C2=CC=CC=C12,Thalidomide,Thalidomide,Thalidomide is a medication used to treat newly diagnosed multiple myeloma and erythema nodosum leprosum.,DB01041,5426.0
O=C1N(C=C(C=C1C1=CC=CC=C1C#N)C1=NC=CC=C1)C1=CC=CC=C1,Perampanel,Perampanel,"Perampanel is a non-competitive AMPA glutamate receptor antagonist used to treat partial-onset seizures with or without secondarily generalized seizures, and as adjunctive treatment of primary generalized tonic-clonic seizures in patients with epilepsy.",DB08883,9924495.0
O=C1N(CC2=CC=CC=C2)C2C[S+]3CCCC3C2N1CC1=CC=CC=C1,Trimethaphan,Trimethaphan,"A nicotinic antagonist that has been used as a ganglionic blocker in hypertension, as an adjunct to anesthesia, and to induce hypotension during surgery.",DB01116,23576.0
O=C1NC(=O)C(N1)(C1=CC=CC=C1)C1=CC=CC=C1,Phenytoin,Phenytoin,Phenytoin is an anticonvulsant drug used in the prophylaxis and control of various types of seizures.,DB00252,1775.0
O=C1NC2=CC(OCCCCN3CCN(CC3)C3=C4C=CSC4=CC=C3)=CC=C2C=C1,Brexpiprazole,Brexpiprazole,Brexpiprazole is a serotonin–dopamine activity modulator used in the treatment of major depressive disorder as an adjunct and schizophrenia.,DB09128,11978813.0
O=N[Fe--](C#N)(C#N)(C#N)(C#N)C#N,Nitroprusside,Nitroprusside,"Nitroprusside is a direct acting vasodilator used to treat hypertension, to induce controlled hypotension to reduce postoperative bleeding, and to manage acute heart failure.",DB00325,11963622.0
O=[As]O[As]=O,Arsenic trioxide,Arsenic trioxide,Arsenic trioxide is a chemotherapeutic agent used in the treatment of refractory or relapsed acute promyelocytic leukemia in patients with prior retinoid and anthracycline chemotherapy.,DB01169,261004.0
OC(=O)C1(CCN(CCC(C#N)(C2=CC=CC=C2)C2=CC=CC=C2)CC1)C1=CC=CC=C1,Difenoxin,Difenoxin,Difenoxin is an antidiarrheal agent used as an adjunct for the management of acute nonspecific diarrhea and acute exacerbations of chronic functional diarrhea.,DB01501,34328.0
OC(=O)C1=C(I)C(NC(=O)CCCCC(=O)NC2=C(I)C=C(I)C(C(O)=O)=C2I)=C(I)C=C1I,Iodipamide,Iodipamide,Iodipamide is a contrast agent used in cholangiography and cholecystography.,DB04711,3739.0
OC(=O)C1=C(O)C=CC(=C1)C1=C(F)C=C(F)C=C1,Diflunisal,Diflunisal,"Diflunisal is an NSAID used to treat mild to moderate pain, inflammation, osteoarthritis, and rheumatoid arthritis.",DB00861,3059.0
OC(=O)C1=CC(=CC=C1O)\N=N\C1=CC=C(C=C1)S(=O)(=O)NC1=NC=CC=C1,Sulfasalazine,Sulfasalazine,Sulfasalazine is an anti-inflammatory drug used to treat Crohn's disease and rheumatoid arthritis.,DB00795,5359476.0
OC(=O)C1=CC(=CC=C1O)\N=N\C1=CC=C(O)C(=C1)C(O)=O,Olsalazine,Olsalazine,Olsalazine is an anti-inflammatory agent used in the treatment of inflammatory bowel disease and ulcerative colitis.,DB01250,6003770.0
OC(=O)C1=CC=C(C=C1)N1N=C(N=C1C1=CC=CC=C1O)C1=CC=CC=C1O,Deferasirox,Deferasirox,"Deferasirox is an iron chelator used to treat chronic iron overload caused by blood transfusions. Also used in patients with non-transfusion-dependent thalassemia syndromes, and in patients with elevated liver iron concentration and serum ferritin.",DB01609,5493381.0
OC(=O)C1=CC=CC=C1O,Salicylic acid,Salicylic acid (sodium),"Salicylic acid is an acid used to treat acne, psoriasis, calluses, corns, keratosis pilaris, and warts.",DB00936,338.0
OC(=O)C1=CC=CC=C1OC(=O)C1=CC=CC=C1O,Salsalate,Salsalate,"Salsalate is a nonsteroidal anti-inflammatory agent used in the symptomatic relief of rheumatoid arthritis, osteoarthritis and related rheumatic disorders.",DB01399,5161.0
OC(=O)C1=CN(C2CC2)C2=CC(N3CCNCC3)=C(F)C=C2C1=O,Ciprofloxacin,Ciprofloxacin,Ciprofloxacin is a second generation fluoroquinolone used to treat various susceptible bacterial infections.,DB00537,2764.0
OC(=O)C1=CN=CC=C1,Niacin,Niacin,Niacin is a B vitamin used to treat hypertriglyceridemia and pellagra.,DB00627,938.0
OC(=O)C1CCN(CC1)C1=C(Cl)C=C(C=N1)C(=O)NC1=NC(C2=CC(Cl)=CS2)=C(S1)N1CCN(CC1)C1CCCCC1,Avatrombopag,Avatrombopag,Avatrombopag is a thrombopoietin receptor agonist used to treat thrombocytopenia in patients with chronic liver disease who are scheduled to undergo a procedure.,DB11995,9852519.0
OC(=O)C1CCN2C1=CC=C2C(=O)C1=CC=CC=C1,Ketorolac,Ketorolac,"Ketorolac is an NSAID used to treat moderate to severe pain, rheumatoid arthritis, osteoarthritis, ankylosing spondylitis, menstrual disorders, and headaches.",DB00465,3826.0
OC(=O)C1N=C(C2=CC=CC=C2)C2=C(NC1=O)C=CC(Cl)=C2,Clorazepic acid,Clorazepic acid,"Clorazepic acid is a benzodiazepine used to treat anxiety, partial seizures, and alcohol withdrawal.",DB00628,2809.0
OC(=O)CC(O)(CC(O)=O)C(O)=O,Citric acid,Citric acid,Citric acid is an anti-chelation additive used in blood collection tubes and as a flavoring and preservative agent in various cosmetic and pharmaceutical products.,DB04272,311.0
OC(=O)CC1(CC1)CS[C@H](CCC1=CC=CC=C1C(O)(C)C)C1=CC=CC(\C=C\C2=NC3=C(C=CC(Cl)=C3)C=C2)=C1,Montelukast,Montelukast,"Montelukast is a leukotriene receptor antagonist used as part of an asthma therapy regimen, to prevent exercise induced bronchoconstriction, and to treat seasonal allergic rhinitis.",DB00471,5281040.0
OC(=O)CC1=CC=CC=C1,Phenylacetic acid,Phenylacetic acid,Phenylacetic acid is an agent used as an adjunct to treat acute hyperammonemia and associated encephalopathy in adult and pediatric patients with deficiencies in enzymes of the urea cycle.,DB09269,999.0
OC(=O)CC1=CC=CC=C1NC1=C(Cl)C=CC=C1Cl,Diclofenac,Diclofenac,Diclofenac is an NSAID used to treat the signs and symptoms of osteoarthritis and rheumatoid arthritis.,DB00586,3033.0
OC(=O)CCC1=NC(=C(O1)C1=CC=CC=C1)C1=CC=CC=C1,Oxaprozin,Oxaprozin,"Oxaprozin is an NSAID used to treat osteoarthritis, rheumatoid arthritis, and juvenile rheumatoid arthritis.",DB00991,4614.0
OC(=O)CCCC1=CC=C(C=C1)N(CCCl)CCCl,Chlorambucil,Chlorambucil,Chlorambucil is a chemotherapy agent used in the management of chronic lymphocytic leukemia and malignant lymphomas.,DB00291,2708.0
OC(=O)CCCC1=CC=CC=C1,Phenylbutyric acid,Phenylbutyric acid,"Phenylbutyric acid is an agent indicated for the adjunctive therapy for the management of chronic urea cycle disorders due to deficiencies in specific enzymes, including the neonatal-onset deficiency and late-onset disease with a history of hyperammonemic encephalopathy.",DB06819,4775.0
OC(=O)CCCCCCCC(O)=O,Azelaic acid,Azelaic acid,Azelaic acid is a saturated dicarboxylic acid used to treat mild to moderate acne vulgaris.,DB00548,2266.0
OC(=O)CCCC[C@@H]1CCSS1,Lipoic acid,Lipoic acid,A vitamin-like antioxidant.,DB00166,6112.0
OC(=O)CCNC(=O)C1=CC=C(C=C1)\N=N\C1=CC=C(O)C(=C1)C(O)=O,Balsalazide,Balsalazide,Balsalazide is an aminosalicylate used to treat ulcerative colitis.,DB01014,6335412.0
OC(=O)COCCN1CCN(CC1)C(C1=CC=CC=C1)C1=CC=C(Cl)C=C1,Cetirizine,Cetirizine,Cetirizine is a selective Histamine-1 antagonist drug used in allergic rhinitis and chronic urticaria.,DB00341,2678.0
